PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,firstName,secondName,AgeGroup,namePrefix,FamilySize,Alone,CabinType
462,0,3,M,34.0,0,0,364506,8.05,,S,Morley, Mr. William,Adult,Mr,1,1,n
463,0,1,M,47.0,0,0,111320,38.5,E63,S,Gee, Mr. Arthur H,Adult,Mr,1,1,E
464,0,2,M,48.0,0,0,234360,13.0,,S,Milling, Mr. Jacob Christian,Adult,Mr,1,1,n
465,0,3,M,24.0,0,0,A/S 2816,8.05,,S,Maisner, Mr. Simon,Adult,Mr,1,1,n
466,0,3,M,38.0,0,0,SOTON/O.Q. 3101306,7.05,,S,Goncalves, Mr. Manuel Estanslas,Adult,Mr,1,1,n
467,0,2,M,29.0,0,0,239853,0.0,,S,Campbell, Mr. William,Adult,Mr,1,1,n
468,0,1,M,56.0,0,0,113792,26.55,,S,Smart, Mr. John Montgomery,Adult,Mr,1,1,n
469,0,3,M,24.0,0,0,36209,7.725,,Q,Scanlan, Mr. James,Adult,Mr,1,1,n
470,1,3,F,0.75,2,1,2666,19.2583,,C,Baclini, Miss. Helene Barbara,Kid,Miss,4,0,n
471,0,3,M,24.0,0,0,323592,7.25,,S,Keefe, Mr. Arthur,Adult,Mr,1,1,n
472,0,3,M,38.0,0,0,315089,8.6625,,S,Cacic, Mr. Luka,Adult,Mr,1,1,n
473,1,2,F,33.0,1,2,C.A. 34651,27.75,,S,West, Mrs. Edwy Arthur (Ada Mary Worth),Adult,Mr,4,0,n
474,1,2,F,23.0,0,0,SC/AH Basle 541,13.7917,D,C,Jerwan, Mrs. Amin S (Marie Marthe Thuillard),Adult,Mr,1,1,D
475,0,3,F,22.0,0,0,7553,9.8375,,S,Strandberg, Miss. Ida Sofia,Adult,Miss,1,1,n
476,0,1,M,37.0,0,0,110465,52.0,A14,S,Clifford, Mr. George Quincy,Adult,Mr,1,1,A
477,0,2,M,34.0,1,0,31027,21.0,,S,Renouf, Mr. Peter Henry,Adult,Mr,2,0,n
478,0,3,M,29.0,1,0,3460,7.0458,,S,Braund, Mr. Lewis Richard,Adult,Mr,2,0,n
479,0,3,M,22.0,0,0,350060,7.5208,,S,Karlsson, Mr. Nils August,Adult,Mr,1,1,n
480,1,3,F,2.0,0,1,3101298,12.2875,,S,Hirvonen, Miss. Hildur E,Kid,Miss,2,0,n
481,0,3,M,9.0,5,2,CA 2144,46.9,,S,Goodwin, Master. Harold Victor,Kid,Master,8,0,n
482,0,2,M,29.0,0,0,239854,0.0,,S,Frost," Mr. Anthony Wood ""Archie""",Adult,Mr,1,1,n
483,0,3,M,50.0,0,0,A/5 3594,8.05,,S,Rouse, Mr. Richard Henry,Adult,Mr,1,1,n
484,1,3,F,63.0,0,0,4134,9.5875,,S,Turkula, Mrs. (Hedwig),Older,Mr,1,1,n
485,1,1,M,25.0,1,0,11967,91.0792,B49,C,Bishop, Mr. Dickinson H,Adult,Mr,2,0,B
486,0,3,F,24.0,3,1,4133,25.4667,,S,Lefebre, Miss. Jeannie,Adult,Miss,5,0,n
487,1,1,F,35.0,1,0,19943,90.0,C93,S,Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby),Adult,Mr,2,0,C
488,0,1,M,58.0,0,0,11771,29.7,B37,C,Kent, Mr. Edward Austin,Adult,Mr,1,1,B
489,0,3,M,30.0,0,0,A.5. 18509,8.05,,S,Somerton, Mr. Francis William,Adult,Mr,1,1,n
490,1,3,M,9.0,1,1,C.A. 37671,15.9,,S,Coutts," Master. Eden Leslie ""Neville""",Kid,Master,3,0,n
491,0,3,M,24.0,1,0,65304,19.9667,,S,Hagland, Mr. Konrad Mathias Reiersen,Adult,Mr,2,0,n
492,0,3,M,21.0,0,0,SOTON/OQ 3101317,7.25,,S,Windelov, Mr. Einar,Adult,Mr,1,1,n
493,0,1,M,55.0,0,0,113787,30.5,C30,S,Molson, Mr. Harry Markland,Adult,Mr,1,1,C
494,0,1,M,71.0,0,0,PC 17609,49.5042,,C,Artagaveytia, Mr. Ramon,Older,Mr,1,1,n
495,0,3,M,21.0,0,0,A/4 45380,8.05,,S,Stanley, Mr. Edward Roland,Adult,Mr,1,1,n
496,0,3,M,24.0,0,0,2627,14.4583,,C,Yousseff, Mr. Gerious,Adult,Mr,1,1,n
497,1,1,F,54.0,1,0,36947,78.2667,D20,C,Eustis, Miss. Elizabeth Mussey,Adult,Miss,2,0,D
498,0,3,M,24.0,0,0,C.A. 6212,15.1,,S,Shellard, Mr. Frederick William,Adult,Mr,1,1,n
499,0,1,F,25.0,1,2,113781,151.55,C22 C26,S,Allison, Mrs. Hudson J C (Bessie Waldo Daniels),Adult,Mr,4,0,C
500,0,3,M,24.0,0,0,350035,7.7958,,S,Svensson, Mr. Olof,Adult,Mr,1,1,n
501,0,3,M,17.0,0,0,315086,8.6625,,S,Calic, Mr. Petar,Teen,Mr,1,1,n
502,0,3,F,21.0,0,0,364846,7.75,,Q,Canavan, Miss. Mary,Adult,Miss,1,1,n
503,0,3,F,24.0,0,0,330909,7.6292,,Q,O'Sullivan, Miss. Bridget Mary,Adult,Miss,1,1,n
504,0,3,F,37.0,0,0,4135,9.5875,,S,Laitinen, Miss. Kristina Sofia,Adult,Miss,1,1,n
505,1,1,F,16.0,0,0,110152,86.5,B79,S,Maioni, Miss. Roberta,Teen,Miss,1,1,B
506,0,1,M,18.0,1,0,PC 17758,108.9,C65,C,Penasco y Castellana, Mr. Victor de Satode,Teen,Mr,2,0,C
507,1,2,F,33.0,0,2,26360,26.0,,S,Quick, Mrs. Frederick Charles (Jane Richards),Adult,Mr,3,0,n
508,1,1,M,37.0,0,0,111427,26.55,,S,Bradley," Mr. George (""George Arthur Brayton"")",Adult,Mr,1,1,n
509,0,3,M,28.0,0,0,C 4001,22.525,,S,Olsen, Mr. Henry Margido,Adult,Mr,1,1,n
510,1,3,M,26.0,0,0,1601,56.4958,,S,Lang, Mr. Fang,Adult,Mr,1,1,n
511,1,3,M,29.0,0,0,382651,7.75,,Q,Daly, Mr. Eugene Patrick,Adult,Mr,1,1,n
512,0,3,M,24.0,0,0,SOTON/OQ 3101316,8.05,,S,Webber, Mr. James,Adult,Mr,1,1,n
513,1,1,M,36.0,0,0,PC 17473,26.2875,E25,S,McGough, Mr. James Robert,Adult,Mr,1,1,E
514,1,1,F,54.0,1,0,PC 17603,59.4,,C,Rothschild, Mrs. Martin (Elizabeth L. Barrett),Adult,Mr,2,0,n
515,0,3,M,24.0,0,0,349209,7.4958,,S,Coleff, Mr. Satio,Adult,Mr,1,1,n
516,0,1,M,47.0,0,0,36967,34.0208,D46,S,Walker, Mr. William Anderson,Adult,Mr,1,1,D
517,1,2,F,34.0,0,0,C.A. 34260,10.5,F33,S,Lemore, Mrs. (Amelia Milley),Adult,Mr,1,1,F
518,0,3,M,24.0,0,0,371110,24.15,,Q,Ryan, Mr. Patrick,Adult,Mr,1,1,n
519,1,2,F,36.0,1,0,226875,26.0,,S,Angle," Mrs. William A (Florence ""Mary"" Agnes Hughes)",Adult,Mr,2,0,n
520,0,3,M,32.0,0,0,349242,7.8958,,S,Pavlovic, Mr. Stefo,Adult,Mr,1,1,n
521,1,1,F,30.0,0,0,12749,93.5,B73,S,Perreault, Miss. Anne,Adult,Miss,1,1,B
522,0,3,M,22.0,0,0,349252,7.8958,,S,Vovk, Mr. Janko,Adult,Mr,1,1,n
523,0,3,M,24.0,0,0,2624,7.225,,C,Lahoud, Mr. Sarkis,Adult,Mr,1,1,n
524,1,1,F,44.0,0,1,111361,57.9792,B18,C,Hippach, Mrs. Louis Albert (Ida Sophia Fischer),Adult,Mr,2,0,B
525,0,3,M,24.0,0,0,2700,7.2292,,C,Kassem, Mr. Fared,Adult,Mr,1,1,n
526,0,3,M,40.5,0,0,367232,7.75,,Q,Farrell, Mr. James,Adult,Mr,1,1,n
527,1,2,F,50.0,0,0,W./C. 14258,10.5,,S,Ridsdale, Miss. Lucy,Adult,Miss,1,1,n
528,0,1,M,37.0,0,0,PC 17483,221.7792,C95,S,Farthing, Mr. John,Adult,Mr,1,1,C
529,0,3,M,39.0,0,0,3101296,7.925,,S,Salonen, Mr. Johan Werner,Adult,Mr,1,1,n
530,0,2,M,23.0,2,1,29104,11.5,,S,Hocking, Mr. Richard George,Adult,Mr,4,0,n
531,1,2,F,2.0,1,1,26360,26.0,,S,Quick, Miss. Phyllis May,Kid,Miss,3,0,n
532,0,3,M,24.0,0,0,2641,7.2292,,C,Toufik, Mr. Nakli,Adult,Mr,1,1,n
533,0,3,M,17.0,1,1,2690,7.2292,,C,Elias, Mr. Joseph Jr,Teen,Mr,3,0,n
534,1,3,F,24.0,0,2,2668,22.3583,,C,Peter, Mrs. Catherine (Catherine Rizk),Adult,Mr,3,0,n
535,0,3,F,30.0,0,0,315084,8.6625,,S,Cacic, Miss. Marija,Adult,Miss,1,1,n
536,1,2,F,7.0,0,2,F.C.C. 13529,26.25,,S,Hart, Miss. Eva Miriam,Kid,Miss,3,0,n
537,0,1,M,45.0,0,0,113050,26.55,B38,S,Butt, Major. Archibald Willingham,Adult,,1,1,B
538,1,1,F,30.0,0,0,PC 17761,106.425,,C,LeRoy, Miss. Bertha,Adult,Miss,1,1,n
539,0,3,M,24.0,0,0,364498,14.5,,S,Risien, Mr. Samuel Beard,Adult,Mr,1,1,n
540,1,1,F,22.0,0,2,13568,49.5,B39,C,Frolicher, Miss. Hedwig Margaritha,Adult,Miss,3,0,B
541,1,1,F,36.0,0,2,WE/P 5735,71.0,B22,S,Crosby, Miss. Harriet R,Adult,Miss,3,0,B
542,0,3,F,9.0,4,2,347082,31.275,,S,Andersson, Miss. Ingeborg Constanzia,Kid,Miss,7,0,n
543,0,3,F,11.0,4,2,347082,31.275,,S,Andersson, Miss. Sigrid Elisabeth,Kid,Miss,7,0,n
544,1,2,M,32.0,1,0,2908,26.0,,S,Beane, Mr. Edward,Adult,Mr,2,0,n
545,0,1,M,50.0,1,0,PC 17761,106.425,C86,C,Douglas, Mr. Walter Donald,Adult,Mr,2,0,C
546,0,1,M,64.0,0,0,693,26.0,,S,Nicholson, Mr. Arthur Ernest,Older,Mr,1,1,n
547,1,2,F,19.0,1,0,2908,26.0,,S,Beane, Mrs. Edward (Ethel Clarke),Adult,Mr,2,0,n
548,1,2,M,29.0,0,0,SC/PARIS 2146,13.8625,,C,Padro y Manent, Mr. Julian,Adult,Mr,1,1,n
549,0,3,M,33.0,1,1,363291,20.525,,S,Goldsmith, Mr. Frank John,Adult,Mr,3,0,n
550,1,2,M,8.0,1,1,C.A. 33112,36.75,,S,Davies, Master. John Morgan Jr,Kid,Master,3,0,n
551,1,1,M,17.0,0,2,17421,110.8833,C70,C,Thayer, Mr. John Borland Jr,Teen,Mr,3,0,C
552,0,2,M,27.0,0,0,244358,26.0,,S,Sharp, Mr. Percival James R,Adult,Mr,1,1,n
553,0,3,M,24.0,0,0,330979,7.8292,,Q,O'Brien, Mr. Timothy,Adult,Mr,1,1,n
554,1,3,M,22.0,0,0,2620,7.225,,C,Leeni," Mr. Fahim (""Philip Zenni"")",Adult,Mr,1,1,n
555,1,3,F,22.0,0,0,347085,7.775,,S,Ohman, Miss. Velin,Adult,Miss,1,1,n
556,0,1,M,62.0,0,0,113807,26.55,,S,Wright, Mr. George,Older,Mr,1,1,n
557,1,1,F,48.0,1,0,11755,39.6,A16,C,Duff Gordon," Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",Adult,Mr,2,0,A
558,0,1,M,37.0,0,0,PC 17757,227.525,,C,Robbins, Mr. Victor,Adult,Mr,1,1,n
559,1,1,F,39.0,1,1,110413,79.65,E67,S,Taussig, Mrs. Emil (Tillie Mandelbaum),Adult,Mr,3,0,E
560,1,3,F,36.0,1,0,345572,17.4,,S,de Messemaeker, Mrs. Guillaume Joseph (Emma),Adult,Mr,2,0,n
561,0,3,M,24.0,0,0,372622,7.75,,Q,Morrow, Mr. Thomas Rowan,Adult,Mr,1,1,n
562,0,3,M,40.0,0,0,349251,7.8958,,S,Sivic, Mr. Husein,Adult,Mr,1,1,n
563,0,2,M,28.0,0,0,218629,13.5,,S,Norman, Mr. Robert Douglas,Adult,Mr,1,1,n
564,0,3,M,24.0,0,0,SOTON/OQ 392082,8.05,,S,Simmons, Mr. John,Adult,Mr,1,1,n
565,0,3,F,24.0,0,0,SOTON/O.Q. 392087,8.05,,S,Meanwell, Miss. (Marion Ogden),Adult,Miss,1,1,n
566,0,3,M,24.0,2,0,A/4 48871,24.15,,S,Davies, Mr. Alfred J,Adult,Mr,3,0,n
567,0,3,M,19.0,0,0,349205,7.8958,,S,Stoytcheff, Mr. Ilia,Adult,Mr,1,1,n
568,0,3,F,29.0,0,4,349909,21.075,,S,Palsson, Mrs. Nils (Alma Cornelia Berglund),Adult,Mr,5,0,n
569,0,3,M,24.0,0,0,2686,7.2292,,C,Doharr, Mr. Tannous,Adult,Mr,1,1,n
570,1,3,M,32.0,0,0,350417,7.8542,,S,Jonsson, Mr. Carl,Adult,Mr,1,1,n
571,1,2,M,62.0,0,0,S.W./PP 752,10.5,,S,Harris, Mr. George,Older,Mr,1,1,n
572,1,1,F,53.0,2,0,11769,51.4792,C101,S,Appleton, Mrs. Edward Dale (Charlotte Lamson),Adult,Mr,3,0,C
573,1,1,M,36.0,0,0,PC 17474,26.3875,E25,S,Flynn," Mr. John Irwin (""Irving"")",Adult,Mr,1,1,E
574,1,3,F,24.0,0,0,14312,7.75,,Q,Kelly, Miss. Mary,Adult,Miss,1,1,n
575,0,3,M,16.0,0,0,A/4. 20589,8.05,,S,Rush, Mr. Alfred George John,Teen,Mr,1,1,n
576,0,3,M,19.0,0,0,358585,14.5,,S,Patchett, Mr. George,Adult,Mr,1,1,n
577,1,2,F,34.0,0,0,243880,13.0,,S,Garside, Miss. Ethel,Adult,Miss,1,1,n
578,1,1,F,39.0,1,0,13507,55.9,E44,S,Silvey, Mrs. William Baird (Alice Munger),Adult,Mr,2,0,E
579,0,3,F,24.0,1,0,2689,14.4583,,C,Caram, Mrs. Joseph (Maria Elias),Adult,Mr,2,0,n
580,1,3,M,32.0,0,0,STON/O 2. 3101286,7.925,,S,Jussila, Mr. Eiriik,Adult,Mr,1,1,n
581,1,2,F,25.0,1,1,237789,30.0,,S,Christy, Miss. Julie Rachel,Adult,Miss,3,0,n
582,1,1,F,39.0,1,1,17421,110.8833,C68,C,Thayer, Mrs. John Borland (Marian Longstreth Morris),Adult,Mr,3,0,C
583,0,2,M,54.0,0,0,28403,26.0,,S,Downton, Mr. William James,Adult,Mr,1,1,n
584,0,1,M,36.0,0,0,13049,40.125,A10,C,Ross, Mr. John Hugo,Adult,Mr,1,1,A
585,0,3,M,24.0,0,0,3411,8.7125,,C,Paulner, Mr. Uscher,Adult,Mr,1,1,n
586,1,1,F,18.0,0,2,110413,79.65,E68,S,Taussig, Miss. Ruth,Teen,Miss,3,0,E
587,0,2,M,47.0,0,0,237565,15.0,,S,Jarvis, Mr. John Denzil,Adult,Mr,1,1,n
588,1,1,M,60.0,1,1,13567,79.2,B41,C,Frolicher-Stehli, Mr. Maxmillian,Adult,Mr,3,0,B
589,0,3,M,22.0,0,0,14973,8.05,,S,Gilinski, Mr. Eliezer,Adult,Mr,1,1,n
590,0,3,M,24.0,0,0,A./5. 3235,8.05,,S,Murdlin, Mr. Joseph,Adult,Mr,1,1,n
591,0,3,M,35.0,0,0,STON/O 2. 3101273,7.125,,S,Rintamaki, Mr. Matti,Adult,Mr,1,1,n
592,1,1,F,52.0,1,0,36947,78.2667,D20,C,Stephenson, Mrs. Walter Bertram (Martha Eustis),Adult,Mr,2,0,D
593,0,3,M,47.0,0,0,A/5 3902,7.25,,S,Elsbury, Mr. William James,Adult,Mr,1,1,n
594,0,3,F,24.0,0,2,364848,7.75,,Q,Bourke, Miss. Mary,Adult,Miss,3,0,n
595,0,2,M,37.0,1,0,SC/AH 29037,26.0,,S,Chapman, Mr. John Henry,Adult,Mr,2,0,n
596,0,3,M,36.0,1,1,345773,24.15,,S,Van Impe, Mr. Jean Baptiste,Adult,Mr,3,0,n
597,1,2,F,29.0,0,0,248727,33.0,,S,Leitch, Miss. Jessie Wills,Adult,Miss,1,1,n
598,0,3,M,49.0,0,0,LINE,0.0,,S,Johnson, Mr. Alfred,Adult,Mr,1,1,n
599,0,3,M,24.0,0,0,2664,7.225,,C,Boulos, Mr. Hanna,Adult,Mr,1,1,n
600,1,1,M,49.0,1,0,PC 17485,56.9292,A20,C,Duff Gordon," Sir. Cosmo Edmund (""Mr Morgan"")",Adult,Mr,2,0,A
601,1,2,F,24.0,2,1,243847,27.0,,S,Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy),Adult,Mr,4,0,n
602,0,3,M,24.0,0,0,349214,7.8958,,S,Slabenoff, Mr. Petco,Adult,Mr,1,1,n
603,0,1,M,37.0,0,0,113796,42.4,,S,Harrington, Mr. Charles H,Adult,Mr,1,1,n
604,0,3,M,44.0,0,0,364511,8.05,,S,Torber, Mr. Ernst William,Adult,Mr,1,1,n
605,1,1,M,35.0,0,0,111426,26.55,,C,Homer," Mr. Harry (""Mr E Haven"")",Adult,Mr,1,1,n
606,0,3,M,36.0,1,0,349910,15.55,,S,Lindell, Mr. Edvard Bengtsson,Adult,Mr,2,0,n
607,0,3,M,30.0,0,0,349246,7.8958,,S,Karaic, Mr. Milan,Adult,Mr,1,1,n
608,1,1,M,27.0,0,0,113804,30.5,,S,Daniel, Mr. Robert Williams,Adult,Mr,1,1,n
609,1,2,F,22.0,1,2,SC/Paris 2123,41.5792,,C,Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue),Adult,Mr,4,0,n
610,1,1,F,40.0,0,0,PC 17582,153.4625,C125,S,Shutes, Miss. Elizabeth W,Adult,Miss,1,1,C
611,0,3,F,39.0,1,5,347082,31.275,,S,Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren),Adult,Mr,7,0,n
612,0,3,M,24.0,0,0,SOTON/O.Q. 3101305,7.05,,S,Jardin, Mr. Jose Neto,Adult,Mr,1,1,n
613,1,3,F,24.0,1,0,367230,15.5,,Q,Murphy, Miss. Margaret Jane,Adult,Miss,2,0,n
614,0,3,M,24.0,0,0,370377,7.75,,Q,Horgan, Mr. John,Adult,Mr,1,1,n
615,0,3,M,35.0,0,0,364512,8.05,,S,Brocklebank, Mr. William Alfred,Adult,Mr,1,1,n
616,1,2,F,24.0,1,2,220845,65.0,,S,Herman, Miss. Alice,Adult,Miss,4,0,n
617,0,3,M,34.0,1,1,347080,14.4,,S,Danbom, Mr. Ernst Gilbert,Adult,Mr,3,0,n
618,0,3,F,26.0,1,0,A/5. 3336,16.1,,S,Lobb, Mrs. William Arthur (Cordelia K Stanlick),Adult,Mr,2,0,n
619,1,2,F,4.0,2,1,230136,39.0,F4,S,Becker, Miss. Marion Louise,Kid,Miss,4,0,F
620,0,2,M,26.0,0,0,31028,10.5,,S,Gavey, Mr. Lawrence,Adult,Mr,1,1,n
621,0,3,M,27.0,1,0,2659,14.4542,,C,Yasbeck, Mr. Antoni,Adult,Mr,2,0,n
622,1,1,M,42.0,1,0,11753,52.5542,D19,S,Kimball, Mr. Edwin Nelson Jr,Adult,Mr,2,0,D
623,1,3,M,20.0,1,1,2653,15.7417,,C,Nakid, Mr. Sahid,Adult,Mr,3,0,n
624,0,3,M,21.0,0,0,350029,7.8542,,S,Hansen, Mr. Henry Damsgaard,Adult,Mr,1,1,n
625,0,3,M,21.0,0,0,54636,16.1,,S,Bowen," Mr. David John ""Dai""",Adult,Mr,1,1,n
626,0,1,M,61.0,0,0,36963,32.3208,D50,S,Sutton, Mr. Frederick,Older,Mr,1,1,D
627,0,2,M,57.0,0,0,219533,12.35,,Q,Kirkland, Rev. Charles Leonard,Adult,,1,1,n
628,1,1,F,21.0,0,0,13502,77.9583,D9,S,Longley, Miss. Gretchen Fiske,Adult,Miss,1,1,D
629,0,3,M,26.0,0,0,349224,7.8958,,S,Bostandyeff, Mr. Guentcho,Adult,Mr,1,1,n
630,0,3,M,24.0,0,0,334912,7.7333,,Q,O'Connell, Mr. Patrick D,Adult,Mr,1,1,n
631,1,1,M,80.0,0,0,27042,30.0,A23,S,Barkworth, Mr. Algernon Henry Wilson,Older,Mr,1,1,A
632,0,3,M,51.0,0,0,347743,7.0542,,S,Lundahl, Mr. Johan Svensson,Adult,Mr,1,1,n
633,1,1,M,32.0,0,0,13214,30.5,B50,C,Stahelin-Maeglin, Dr. Max,Adult,,1,1,B
634,0,1,M,37.0,0,0,112052,0.0,,S,Parr, Mr. William Henry Marsh,Adult,Mr,1,1,n
635,0,3,F,9.0,3,2,347088,27.9,,S,Skoog, Miss. Mabel,Kid,Miss,6,0,n
636,1,2,F,28.0,0,0,237668,13.0,,S,Davis, Miss. Mary,Adult,Miss,1,1,n
637,0,3,M,32.0,0,0,STON/O 2. 3101292,7.925,,S,Leinonen, Mr. Antti Gustaf,Adult,Mr,1,1,n
638,0,2,M,31.0,1,1,C.A. 31921,26.25,,S,Collyer, Mr. Harvey,Adult,Mr,3,0,n
639,0,3,F,41.0,0,5,3101295,39.6875,,S,Panula, Mrs. Juha (Maria Emilia Ojala),Adult,Mr,6,0,n
640,0,3,M,24.0,1,0,376564,16.1,,S,Thorneycroft, Mr. Percival,Adult,Mr,2,0,n
641,0,3,M,20.0,0,0,350050,7.8542,,S,Jensen, Mr. Hans Peder,Adult,Mr,1,1,n
642,1,1,F,24.0,0,0,PC 17477,69.3,B35,C,Sagesser, Mlle. Emma,Adult,,1,1,B
643,0,3,F,2.0,3,2,347088,27.9,,S,Skoog, Miss. Margit Elizabeth,Kid,Miss,6,0,n
644,1,3,M,24.0,0,0,1601,56.4958,,S,Foo, Mr. Choong,Adult,Mr,1,1,n
645,1,3,F,0.75,2,1,2666,19.2583,,C,Baclini, Miss. Eugenie,Kid,Miss,4,0,n
646,1,1,M,48.0,1,0,PC 17572,76.7292,D33,C,Harper, Mr. Henry Sleeper,Adult,Mr,2,0,D
647,0,3,M,19.0,0,0,349231,7.8958,,S,Cor, Mr. Liudevit,Adult,Mr,1,1,n
648,1,1,M,56.0,0,0,13213,35.5,A26,C,Simonius-Blumer, Col. Oberst Alfons,Adult,,1,1,A
649,0,3,M,24.0,0,0,S.O./P.P. 751,7.55,,S,Willey, Mr. Edward,Adult,Mr,1,1,n
650,1,3,F,23.0,0,0,CA. 2314,7.55,,S,Stanley, Miss. Amy Zillah Elsie,Adult,Miss,1,1,n
651,0,3,M,24.0,0,0,349221,7.8958,,S,Mitkoff, Mr. Mito,Adult,Mr,1,1,n
652,1,2,F,18.0,0,1,231919,23.0,,S,Doling, Miss. Elsie,Teen,Miss,2,0,n
653,0,3,M,21.0,0,0,8475,8.4333,,S,Kalvik, Mr. Johannes Halvorsen,Adult,Mr,1,1,n
654,1,3,F,24.0,0,0,330919,7.8292,,Q,O'Leary," Miss. Hanora ""Norah""",Adult,Miss,1,1,n
655,0,3,F,18.0,0,0,365226,6.75,,Q,Hegarty," Miss. Hanora ""Nora""",Teen,Miss,1,1,n
656,0,2,M,24.0,2,0,S.O.C. 14879,73.5,,S,Hickman, Mr. Leonard Mark,Adult,Mr,3,0,n
657,0,3,M,24.0,0,0,349223,7.8958,,S,Radeff, Mr. Alexander,Adult,Mr,1,1,n
658,0,3,F,32.0,1,1,364849,15.5,,Q,Bourke, Mrs. John (Catherine),Adult,Mr,3,0,n
659,0,2,M,23.0,0,0,29751,13.0,,S,Eitemiller, Mr. George Floyd,Adult,Mr,1,1,n
660,0,1,M,58.0,0,2,35273,113.275,D48,C,Newell, Mr. Arthur Webster,Adult,Mr,3,0,D
661,1,1,M,50.0,2,0,PC 17611,133.65,,S,Frauenthal, Dr. Henry William,Adult,,3,0,n
662,0,3,M,40.0,0,0,2623,7.225,,C,Badt, Mr. Mohamed,Adult,Mr,1,1,n
663,0,1,M,47.0,0,0,5727,25.5875,E58,S,Colley, Mr. Edward Pomeroy,Adult,Mr,1,1,E
664,0,3,M,36.0,0,0,349210,7.4958,,S,Coleff, Mr. Peju,Adult,Mr,1,1,n
665,1,3,M,20.0,1,0,STON/O 2. 3101285,7.925,,S,Lindqvist, Mr. Eino William,Adult,Mr,2,0,n
666,0,2,M,32.0,2,0,S.O.C. 14879,73.5,,S,Hickman, Mr. Lewis,Adult,Mr,3,0,n
667,0,2,M,25.0,0,0,234686,13.0,,S,Butler, Mr. Reginald Fenton,Adult,Mr,1,1,n
668,0,3,M,24.0,0,0,312993,7.775,,S,Rommetvedt, Mr. Knud Paust,Adult,Mr,1,1,n
669,0,3,M,43.0,0,0,A/5 3536,8.05,,S,Cook, Mr. Jacob,Adult,Mr,1,1,n
670,1,1,F,37.0,1,0,19996,52.0,C126,S,Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright),Adult,Mr,2,0,C
671,1,2,F,40.0,1,1,29750,39.0,,S,Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford),Adult,Mr,3,0,n
672,0,1,M,31.0,1,0,F.C. 12750,52.0,B71,S,Davidson, Mr. Thornton,Adult,Mr,2,0,B
673,0,2,M,70.0,0,0,C.A. 24580,10.5,,S,Mitchell, Mr. Henry Michael,Older,Mr,1,1,n
674,1,2,M,31.0,0,0,244270,13.0,,S,Wilhelms, Mr. Charles,Adult,Mr,1,1,n
675,0,2,M,29.0,0,0,239856,0.0,,S,Watson, Mr. Ennis Hastings,Adult,Mr,1,1,n
676,0,3,M,18.0,0,0,349912,7.775,,S,Edvardsson, Mr. Gustaf Hjalmar,Teen,Mr,1,1,n
677,0,3,M,24.5,0,0,342826,8.05,,S,Sawyer, Mr. Frederick Charles,Adult,Mr,1,1,n
678,1,3,F,18.0,0,0,4138,9.8417,,S,Turja, Miss. Anna Sofia,Teen,Miss,1,1,n
679,0,3,F,43.0,1,6,CA 2144,46.9,,S,Goodwin, Mrs. Frederick (Augusta Tyler),Adult,Mr,8,0,n
680,1,1,M,36.0,0,1,PC 17755,512.3292,B51 B53 B55,C,Cardeza, Mr. Thomas Drake Martinez,Adult,Mr,2,0,B
681,0,3,F,24.0,0,0,330935,8.1375,,Q,Peters, Miss. Katie,Adult,Miss,1,1,n
682,1,1,M,27.0,0,0,PC 17572,76.7292,D49,C,Hassab, Mr. Hammad,Adult,Mr,1,1,D
683,0,3,M,20.0,0,0,6563,9.225,,S,Olsvigen, Mr. Thor Anderson,Adult,Mr,1,1,n
684,0,3,M,14.0,5,2,CA 2144,46.9,,S,Goodwin, Mr. Charles Edward,Teen,Mr,8,0,n
685,0,2,M,60.0,1,1,29750,39.0,,S,Brown, Mr. Thomas William Solomon,Adult,Mr,3,0,n
686,0,2,M,25.0,1,2,SC/Paris 2123,41.5792,,C,Laroche, Mr. Joseph Philippe Lemercier,Adult,Mr,4,0,n
687,0,3,M,14.0,4,1,3101295,39.6875,,S,Panula, Mr. Jaako Arnold,Teen,Mr,6,0,n
688,0,3,M,19.0,0,0,349228,10.1708,,S,Dakic, Mr. Branko,Adult,Mr,1,1,n
689,0,3,M,18.0,0,0,350036,7.7958,,S,Fischer, Mr. Eberhard Thelander,Teen,Mr,1,1,n
690,1,1,F,15.0,0,1,24160,211.3375,B5,S,Madill, Miss. Georgette Alexandra,Teen,Miss,2,0,B
691,1,1,M,31.0,1,0,17474,57.0,B20,S,Dick, Mr. Albert Adrian,Adult,Mr,2,0,B
692,1,3,F,4.0,0,1,349256,13.4167,,C,Karun, Miss. Manca,Kid,Miss,2,0,n
693,1,3,M,24.0,0,0,1601,56.4958,,S,Lam, Mr. Ali,Adult,Mr,1,1,n
694,0,3,M,25.0,0,0,2672,7.225,,C,Saad, Mr. Khalil,Adult,Mr,1,1,n
